Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Ángel Cabrera,54.0,56.0,2012,297.0,63.0,29.5,49.0,71.5,177,0.0,None,-0.4,-0.6,-0.0,-0.4,-0.2,283385.0
Kevin Chappell,91.0,56.0,2012,292.0,64.0,29.0,57.5,70.5,447,0.0,None,-0.4,-0.2,0.2,-0.2,-0.0,647510.0
Ernie Els,80.0,56.0,2012,292.0,66.0,29.0,61.0,70.0,"1,447",1.0,5.0,-0.2,0.6,0.2,0.4,-0.2,3453118.0
Rory McIlroy,60.0,56.0,2012,307.0,66.0,28.5,60.0,None,"2,092",2.0,7.0,-0.0,2.4,1.0,1.0,0.2,8047952.0
Robert Garrigus,89.0,56.0,2012,307.0,69.0,29.5,55.5,70.0,"1,155",0.0,5.0,-0.4,0.8,0.6,0.6,-0.4,3206530.0
Dustin Johnson,70.0,56.0,2012,307.0,65.0,28.5,60.0,69.5,"1,097",1.0,5.0,-0.0,1.4,0.6,0.6,-0.2,3393820.0
Ryuji Imada,78.0,56.0,2012,272.0,60.0,28.5,58.0,71.5,113,0.0,None,0.2,-1.0,-1.0,-0.6,-0.0,238648.0
J.J. Killeen,101.0,56.0,2012,287.0,60.0,28.5,60.0,71.5,286,0.0,None,-0.2,-0.6,-0.2,-0.6,0.2,414257.0
Scott Piercy,95.0,56.0,2012,302.0,65.0,28.5,59.5,70.0,"1,304",1.0,3.0,0.2,0.8,0.4,0.2,-0.2,2699205.0
Marco Dawson,60.0,56.0,2012,282.0,62.0,29.0,52.0,72.0,43,0.0,None,-0.4,-1.4,-0.8,-0.6,-0.0,79727.0
Edward Loar,59.0,56.0,2012,292.0,62.0,29.5,48.0,71.5,43,0.0,None,-0.0,-1.2,-0.0,-0.8,-0.6,97947.0
John Daly,50.0,53.0,2012,302.0,62.0,28.5,52.5,70.5,298,0.0,None,-0.0,-0.6,0.2,-0.4,-0.8,488505.0
Tommy Gainey,98.0,53.0,2012,297.0,62.0,28.5,53.5,71.5,464,0.0,None,-0.0,-0.6,-0.2,-0.4,-0.4,1540749.0
Matt Jones,53.0,53.0,2012,292.0,64.0,29.0,58.5,71.0,143,0.0,None,-0.2,-0.6,-0.2,-0.4,-0.0,300254.0
Robert Karlsson,54.0,53.0,2012,292.0,63.0,29.0,52.5,71.0,239,0.0,None,-0.6,-0.6,-0.2,-0.0,-0.0,393340.0
Marc Leishman,84.0,53.0,2012,287.0,62.0,29.0,58.0,70.5,"1,003",1.0,2.0,-0.4,0.2,-0.4,0.4,-0.0,1933761.0
Andres Romero,68.0,53.0,2012,292.0,61.0,29.0,55.5,71.5,506,0.0,2.0,-0.4,-0.6,-0.4,-0.0,-0.2,970919.0
Harrison Frazar,56.0,53.0,2012,297.0,61.0,29.0,53.5,71.5,387,0.0,2.0,-0.0,-0.6,-0.0,-0.4,-0.4,730203.0
Charles Howell III,98.0,53.0,2012,292.0,66.0,29.5,56.0,70.0,666,0.0,None,-0.0,0.6,-0.0,0.2,0.2,1284578.0
Gary Woodland,70.0,53.0,2012,297.0,64.0,29.5,52.5,71.5,321,0.0,None,-0.6,-0.4,0.2,-0.0,-0.4,592879.0
J.B. Holmes,90.0,53.0,2012,307.0,64.0,29.0,55.5,70.5,568,0.0,2.0,-0.2,0.4,0.4,-0.4,-0.0,1179505.0
Phil Mickelson,79.0,53.0,2012,292.0,64.0,28.0,61.5,70.0,"1,373",1.0,5.0,0.4,1.4,-0.2,0.4,0.2,4203821.0
Aaron Baddeley,73.0,53.0,2012,292.0,58.0,28.0,59.5,71.0,635,0.0,3.0,0.6,0.0,-0.2,-0.6,-0.0,1215753.0
Jason Kokrak,79.0,53.0,2012,302.0,66.0,29.5,56.0,71.0,165,0.0,None,-0.2,-0.6,-0.2,-0.2,-0.2,750221.0
Martin Flores,95.0,53.0,2012,292.0,63.0,28.5,59.0,70.5,556,0.0,2.0,0.6,0.4,-0.0,-0.6,-0.0,1035569.0
Stewart Cink,71.0,53.0,2012,287.0,64.0,29.5,52.5,71.0,310,0.0,None,0.2,-0.4,-0.6,-0.0,-0.4,477173.0
Ryo Ishikawa,54.0,53.0,2012,287.0,59.0,29.0,54.0,70.5,None,0.0,None,-0.0,-0.2,-0.2,-0.0,-0.2,0.0
Jhonattan Vegas,77.0,53.0,2012,302.0,66.0,29.5,49.5,71.0,361,0.0,2.0,-0.2,-0.4,-0.2,-0.4,-0.2,801803.0
Jimmy Walker,101.0,50.0,2012,292.0,64.0,28.5,58.0,70.5,763,0.0,4.0,0.4,0.4,-0.4,-0.0,0.2,1638419.0
Troy Matteson,100.0,50.0,2012,297.0,64.0,29.0,56.0,71.0,662,0.0,3.0,-0.0,-0.2,-0.2,-0.0,-0.2,1198953.0
Troy Kelly,68.0,50.0,2012,297.0,63.0,29.0,59.0,71.5,394,0.0,None,-0.0,-0.8,-0.4,-0.6,-0.2,786832.0
Jason Day,57.0,50.0,2012,307.0,61.0,28.0,61.0,70.0,417,0.0,3.0,0.4,1.0,-0.0,-0.0,0.2,1143233.0
Matt Bettencourt,80.0,50.0,2012,287.0,58.0,28.5,51.5,72.0,177,0.0,None,-0.4,-1.4,-0.6,-0.6,-0.2,335076.0
Mark Anderson,75.0,50.0,2012,292.0,63.0,29.0,53.0,71.5,209,0.0,None,-0.2,-1.0,-0.4,-0.6,-0.0,441019.0
Derek Lamely,64.0,50.0,2012,287.0,60.0,28.5,57.0,71.5,160,0.0,None,0.6,-1.2,-0.8,-0.8,-0.4,185479.0
Michael Bradley,63.0,50.0,2012,282.0,65.0,29.5,53.5,72.0,173,0.0,None,-0.2,-1.0,-1.2,0.2,-0.2,191746.0
James Driscoll,83.0,50.0,2012,287.0,62.0,28.5,54.0,71.0,408,0.0,2.0,0.4,-0.2,-0.6,-0.0,-0.0,687338.0
Stephen Gangluff,57.0,47.0,2012,287.0,59.0,29.5,53.0,72.5,3,0.0,None,-0.4,-2.0,-1.0,-0.6,-0.4,58702.0
Daniel Chopra,55.0,47.0,2012,292.0,59.0,28.5,53.0,71.5,70,0.0,None,0.2,-0.8,-0.6,-0.6,-0.0,192198.0
Joe Durant,71.0,None,2011,282.0,71.0,30.5,59.0,71.0,260,0.0,None,-1.0,-0.4,0.2,0.4,-0.4,358790.0
Heath Slocum,89.0,None,2011,277.0,71.0,30.0,54.5,70.5,388,0.0,None,-0.6,-0.2,-0.0,0.2,-0.2,767216.0
Jerry Kelly,85.0,71.0,2011,272.0,66.0,28.5,62.5,70.0,651,0.0,3.0,0.2,0.6,-0.0,-0.0,0.2,1451797.0
Brian Gay,90.0,71.0,2011,267.0,63.0,28.0,63.5,70.0,685,0.0,3.0,0.4,0.6,-0.4,-0.0,0.4,1157525.0
Ben Curtis,66.0,71.0,2011,272.0,65.0,29.0,61.5,70.5,304,0.0,None,0.2,0.0,-0.2,-0.2,-0.0,423466.0
David Toms,78.0,71.0,2011,277.0,70.0,28.5,61.0,69.5,"1,538",1.0,6.0,0.4,1.2,-0.0,0.6,-0.0,3858090.0
Nick O'Hern,89.0,71.0,2011,272.0,66.0,29.0,59.0,70.5,463,0.0,2.0,-0.2,0.4,-0.0,-0.0,0.2,940224.0
Zach Johnson,79.0,71.0,2011,277.0,66.0,28.5,63.5,69.5,962,0.0,4.0,0.4,1.0,-0.0,0.2,-0.0,1880406.0
Billy Mayfair,94.0,68.0,2011,282.0,68.0,29.5,60.5,70.5,353,0.0,None,-0.4,0.2,0.2,-0.0,0.2,780578.0
Brian Davis,105.0,68.0,2011,282.0,67.0,29.0,59.0,70.0,685,0.0,None,-0.2,0.6,0.2,0.4,-0.2,1308009.0
Aron Price,58.0,68.0,2011,282.0,67.0,29.0,55.0,70.5,272,0.0,None,-0.0,0.2,-0.2,0.4,-0.2,333290.0
Chris Riley,76.0,68.0,2011,277.0,64.0,29.0,61.5,71.0,292,0.0,None,-0.4,-0.2,-0.2,-0.4,0.4,397204.0
Justin Hicks,60.0,68.0,2011,282.0,65.0,30.5,50.0,72.0,145,0.0,None,-1.0,-1.6,0.2,-0.2,-0.6,284990.0
Steve Elkington,50.0,68.0,2011,282.0,66.0,29.5,60.0,71.5,107,0.0,None,0.2,-0.4,-0.2,-0.8,-0.0,176225.0
Paul Goydos,81.0,68.0,2011,272.0,64.0,29.0,55.5,71.5,474,0.0,3.0,-0.8,-0.6,-0.4,0.4,-0.2,1385328.0
Rocco Mediate,53.0,68.0,2011,272.0,62.0,29.5,51.5,72.5,85,0.0,None,-0.8,-1.6,-0.4,-0.8,-0.0,136299.0
Briny Baird,60.0,68.0,2011,287.0,69.0,29.5,60.0,70.0,258,0.0,2.0,-0.0,0.4,-0.0,0.2,-0.0,942286.0
Jim Furyk,87.0,68.0,2011,277.0,67.0,29.0,58.0,70.0,661,0.0,3.0,-0.2,0.6,-0.2,0.6,-0.0,1529690.0
Garrett Willis,71.0,65.0,2011,277.0,64.0,29.0,58.0,71.0,270,0.0,None,-0.2,-0.4,-0.2,-0.2,-0.2,526390.0
Mark Wilson,89.0,65.0,2011,282.0,66.0,29.0,62.5,70.5,"1,461",2.0,4.0,0.2,0.4,-0.0,-0.2,0.2,3158477.0
Jason Bohn,74.0,65.0,2011,282.0,67.0,29.0,58.0,71.0,284,0.0,None,-0.2,-0.2,-0.2,-0.0,-0.2,411943.0
Stephen Ames,69.0,65.0,2011,282.0,65.0,29.0,60.5,71.0,298,0.0,2.0,-0.0,-0.4,-0.2,-0.0,-0.2,547589.0
Johnson Wagner,81.0,65.0,2011,282.0,67.0,29.5,57.5,70.5,585,1.0,None,0.4,0.0,-0.2,-0.2,-0.2,1224556.0
Chez Reavie,92.0,65.0,2011,292.0,68.0,29.5,55.0,70.5,588,0.0,3.0,-0.2,0.4,0.2,0.4,-0.4,2285067.0
John Merrick,71.0,65.0,2011,297.0,68.0,29.5,58.0,70.0,415,0.0,None,-0.0,0.4,0.2,-0.0,-0.2,704789.0
Ben Crane,76.0,65.0,2011,282.0,66.0,29.0,61.0,70.0,526,0.0,2.0,-0.0,0.4,-0.0,-0.0,-0.0,1679595.0
Shane Bertsch,62.0,65.0,2011,277.0,64.0,28.5,59.0,70.5,207,0.0,None,-0.0,0.2,-0.4,-0.0,0.2,488584.0
John Rollins,85.0,65.0,2011,292.0,69.0,29.5,56.0,70.5,608,0.0,2.0,-0.2,0.6,0.6,-0.0,-0.0,1370566.0
David Mathis,83.0,65.0,2011,282.0,64.0,28.5,60.5,70.5,326,0.0,None,0.2,0.0,-0.2,-0.0,-0.2,715404.0
John Senden,94.0,65.0,2011,292.0,70.0,29.5,54.5,70.0,732,0.0,2.0,0.2,0.8,0.4,0.4,-0.4,2294811.0
Boo Weekley,66.0,65.0,2011,292.0,71.0,30.5,52.5,71.0,223,0.0,None,-1.2,-0.4,0.6,0.4,-0.4,279531.0
Rod Pampling,72.0,65.0,2011,287.0,65.0,28.5,63.0,70.5,385,0.0,2.0,-0.0,0.4,-0.0,-0.2,0.2,668768.0
Chris DiMarco,93.0,65.0,2011,277.0,65.0,29.0,60.0,70.5,499,0.0,None,-0.2,-0.2,-0.4,0.2,-0.0,761932.0
Bryce Molder,82.0,65.0,2011,282.0,65.0,28.0,62.5,70.0,493,0.0,4.0,0.6,0.6,-0.4,-0.2,0.2,1957944.0
D.A. Points,89.0,65.0,2011,287.0,64.0,29.0,58.0,70.5,"1,055",1.0,3.0,0.2,0.2,-0.0,-0.2,-0.0,2034156.0
J.J. Henry,96.0,65.0,2011,287.0,68.0,30.0,56.0,70.5,599,0.0,None,-0.0,0.2,0.2,-0.0,-0.2,873377.0
Alex Cejka,59.0,65.0,2011,277.0,66.0,29.0,56.5,71.0,303,0.0,None,-0.8,-0.2,-0.2,0.2,0.4,344902.0
Graeme McDowell,50.0,65.0,2011,287.0,66.0,29.0,54.0,70.5,485,0.0,3.0,-0.0,0.0,0.2,-0.0,-0.4,1088898.0
Billy Horschel,75.0,65.0,2011,287.0,67.0,29.5,54.0,71.5,197,0.0,None,-0.2,-0.2,0.2,-0.4,-0.2,533024.0
Woody Austin,59.0,65.0,2011,287.0,66.0,29.0,63.5,70.5,221,0.0,None,-0.0,0.4,-0.2,0.4,-0.0,354042.0
Kent Jones,76.0,65.0,2011,282.0,66.0,29.5,54.5,71.0,297,0.0,None,-0.0,-0.2,-0.2,-0.2,-0.2,360624.0
Colt Knost,80.0,65.0,2011,277.0,62.0,29.0,55.0,71.5,227,0.0,None,0.2,-0.8,-0.4,-0.8,-0.2,296817.0
Brandt Jobe,100.0,65.0,2011,297.0,69.0,29.5,58.5,70.0,803,0.0,3.0,-0.2,0.4,0.4,0.2,-0.2,1629764.0
Jason Dufner,78.0,65.0,2011,282.0,66.0,29.0,58.5,70.0,"1,143",0.0,5.0,-0.2,0.6,0.4,0.2,-0.0,3057860.0
Blake Adams,116.0,65.0,2011,292.0,65.0,28.5,60.5,70.5,616,0.0,3.0,0.4,0.4,0.2,-0.6,-0.0,1100558.0
Michael Connell,76.0,65.0,2011,277.0,63.0,29.0,60.5,71.0,233,0.0,None,-0.2,-0.6,-0.4,-0.0,-0.0,309362.0
Justin Leonard,82.0,65.0,2011,277.0,64.0,29.0,61.5,71.0,328,0.0,None,-0.2,-0.2,-0.4,-0.2,0.2,952962.0
Dean Wilson,62.0,65.0,2011,272.0,62.0,28.5,61.5,71.0,318,0.0,None,0.4,-0.4,-1.0,-0.0,-0.0,401314.0
Chris Couch,73.0,62.0,2011,292.0,64.0,28.5,60.5,70.5,573,0.0,3.0,0.2,0.4,0.6,-0.4,-0.4,922496.0
Brendan Steele,89.0,62.0,2011,292.0,65.0,29.0,54.5,71.0,826,1.0,None,-0.2,-0.2,-0.0,0.2,-0.4,1976310.0
Ian Poulter,52.0,62.0,2011,282.0,65.0,29.0,56.0,70.5,387,0.0,None,0.2,0.2,-0.4,0.2,-0.0,739926.0
Matt Kuchar,94.0,62.0,2011,282.0,66.0,28.5,62.5,69.5,"1,407",0.0,8.0,0.2,1.4,0.2,0.6,-0.0,4233920.0
Tim Petrovic,88.0,62.0,2011,277.0,62.0,28.5,60.0,71.0,326,0.0,None,-0.0,-0.2,-0.4,-0.4,0.2,428011.0
Scott McCarron,65.0,62.0,2011,287.0,60.0,28.5,60.5,71.0,221,0.0,None,0.4,-0.4,-0.0,-1.4,-0.0,436270.0
Matt McQuillan,59.0,62.0,2011,282.0,62.0,28.5,57.5,71.5,280,0.0,2.0,0.4,-0.2,-0.4,-0.2,-0.0,582933.0
J.P. Hayes,56.0,62.0,2011,282.0,61.0,29.0,58.0,72.0,147,0.0,None,-0.0,-0.6,-0.2,-0.6,-0.2,186769.0
Luke Donald,73.0,62.0,2011,282.0,67.0,28.0,63.5,None,"1,856",1.0,10.0,0.8,2.2,-0.0,1.0,0.2,6683214.0
Vaughn Taylor,89.0,62.0,2011,282.0,66.0,28.5,58.0,70.5,397,0.0,None,-0.0,0.0,-0.4,-0.0,-0.0,423907.0
Tom Gillis,55.0,62.0,2011,287.0,66.0,29.5,55.5,71.0,431,0.0,2.0,-0.6,-0.6,-0.0,-0.4,-0.2,814147.0
Brendon de Jonge,105.0,62.0,2011,287.0,66.0,28.5,60.0,70.0,784,0.0,3.0,0.2,0.4,-0.2,0.2,-0.0,1241326.0
Brandt Snedeker,85.0,62.0,2011,287.0,64.0,28.5,61.0,69.5,"1,227",1.0,5.0,0.4,1.0,-0.0,-0.0,-0.0,3587206.0
Adam Scott,60.0,62.0,2011,297.0,68.0,29.0,59.0,69.5,"1,332",1.0,5.0,-0.4,0.6,0.6,-0.0,-0.2,3764797.0
Rich Beem,53.0,62.0,2011,282.0,61.0,29.5,52.5,72.5,78,0.0,None,-0.6,-1.4,-0.2,-0.4,-0.4,135225.0
Hunter Haas,96.0,62.0,2011,287.0,66.0,29.0,59.5,70.5,499,0.0,3.0,0.2,0.2,-0.2,-0.2,-0.0,1039987.0
Kevin Streelman,90.0,62.0,2011,287.0,65.0,29.0,60.5,70.5,600,0.0,3.0,0.2,0.8,0.4,0.2,-0.2,1300006.0
Pat Perez,76.0,62.0,2011,287.0,65.0,28.5,58.0,70.5,716,0.0,4.0,0.2,0.4,0.2,-0.2,-0.0,1295253.0
Bill Haas,93.0,62.0,2011,292.0,69.0,29.5,58.0,70.0,"1,273",0.0,6.0,-0.0,0.8,0.6,-0.0,-0.0,4088637.0
Bo Van Pelt,92.0,62.0,2011,297.0,68.0,29.5,58.5,70.0,881,0.0,3.0,-0.2,0.8,0.4,0.2,-0.0,2344546.0
Spencer Levin,113.0,62.0,2011,282.0,67.0,29.0,60.0,69.5,"1,025",0.0,4.0,-0.0,0.8,-0.0,0.4,0.2,2320038.0
Richard Johnson,64.0,62.0,2011,272.0,63.0,29.0,54.0,71.5,144,0.0,None,-0.0,-1.2,-0.8,-0.4,-0.2,212106.0
Ben Martin,74.0,62.0,2011,287.0,64.0,29.0,52.5,71.0,242,0.0,None,0.4,-0.4,-0.0,-0.4,-0.6,340080.0
David Hearn,88.0,62.0,2011,287.0,68.0,29.5,59.0,70.5,362,0.0,None,0.2,0.2,0.2,-0.0,-0.4,869072.0
Chad Campbell,99.0,62.0,2011,287.0,71.0,30.0,57.5,70.0,591,0.0,None,-0.4,0.4,-0.0,0.8,-0.2,1104024.0
Justin Rose,79.0,62.0,2011,287.0,69.0,29.5,57.5,70.0,796,0.0,3.0,-0.0,0.8,-0.0,0.4,0.2,3401420.0
Kevin Stadler,88.0,62.0,2011,292.0,68.0,29.5,52.0,71.0,414,0.0,None,-0.6,-0.4,-0.0,0.4,-0.4,768172.0
Kris Blanks,92.0,62.0,2011,282.0,68.0,29.5,57.5,70.5,641,0.0,2.0,-0.6,0.0,-0.2,0.4,-0.0,1350010.0
Ryan Moore,79.0,62.0,2011,287.0,62.0,28.0,60.0,70.0,883,0.0,3.0,0.4,0.8,-0.0,-0.0,-0.2,1942906.0
Fabián Gómez,84.0,62.0,2011,287.0,65.0,29.0,52.0,71.5,208,0.0,None,-0.2,-0.8,-0.2,-0.2,-0.2,381730.0
Lee Janzen,62.0,62.0,2011,287.0,63.0,28.5,54.5,71.5,168,0.0,None,-0.0,-0.6,-0.6,-0.4,-0.0,216993.0
Marc Turnesa,54.0,62.0,2011,282.0,65.0,29.5,52.5,71.5,175,0.0,None,0.2,-0.4,-0.2,-0.2,-0.6,299405.0
Robert Allenby,84.0,62.0,2011,287.0,67.0,29.5,58.5,70.0,679,0.0,3.0,-0.2,0.8,0.4,0.4,-0.0,1452567.0
Geoff Ogilvy,69.0,62.0,2011,287.0,62.0,28.0,59.5,70.0,571,0.0,3.0,0.4,0.6,-0.0,-0.0,-0.0,1916994.0
Hunter Mahan,92.0,62.0,2011,287.0,68.0,29.0,58.0,69.5,"1,186",0.0,7.0,0.4,1.2,0.2,-0.0,0.2,3503540.0
Daniel Summerhays,75.0,62.0,2011,282.0,63.0,29.5,55.0,72.0,210,0.0,None,-0.4,-1.6,-0.8,-0.6,-0.2,301899.0
Steve Stricker,70.0,62.0,2011,287.0,66.0,None,64.5,69.0,"1,865",2.0,5.0,0.6,1.6,-0.0,0.4,0.2,3992785.0
Greg Chalmers,88.0,62.0,2011,277.0,61.0,None,65.0,70.5,450,0.0,2.0,0.6,0.4,-0.6,-0.2,0.2,832191.0
Carl Pettersson,95.0,62.0,2011,287.0,65.0,28.5,58.0,70.0,691,0.0,4.0,0.4,0.6,-0.0,-0.0,-0.0,1540723.0
Alexandre Rocha,65.0,62.0,2011,287.0,68.0,30.5,55.0,71.0,127,0.0,None,-0.2,-0.4,-0.2,-0.0,-0.2,225026.0
Y.E. Yang,63.0,62.0,2011,287.0,62.0,28.5,61.0,70.0,799,0.0,4.0,0.2,0.2,-0.0,-0.2,-0.2,2314865.0
Troy Merritt,63.0,62.0,2011,282.0,64.0,29.5,56.0,72.0,131,0.0,None,-0.4,-1.2,-0.2,-0.6,-0.2,151475.0
K.J. Choi,77.0,59.0,2011,282.0,65.0,29.0,60.5,69.5,"1,601",1.0,6.0,-0.0,1.0,-0.2,0.6,0.2,4434691.0
Webb Simpson,98.0,59.0,2011,292.0,69.0,28.5,62.0,69.0,"1,861",1.0,7.0,0.2,1.6,0.4,0.6,0.2,6347353.0
Sung Kang,63.0,59.0,2011,292.0,64.0,29.0,56.5,70.5,219,0.0,None,-0.2,-0.2,-0.0,-0.2,-0.4,702382.0
Trevor Immelman,84.0,59.0,2011,287.0,68.0,29.5,58.0,70.0,468,0.0,None,0.2,0.2,-0.4,-0.0,0.2,1165604.0
Charl Schwartzel,58.0,59.0,2011,297.0,65.0,29.0,59.5,69.5,"1,185",1.0,3.0,-0.0,0.8,0.4,0.2,-0.0,2604558.0
Keegan Bradley,91.0,59.0,2011,297.0,65.0,29.0,56.0,70.0,"1,621",2.0,4.0,-0.0,0.2,0.6,-0.4,-0.2,3758600.0
Andres Gonzales,60.0,59.0,2011,292.0,64.0,29.0,52.5,71.5,93,0.0,None,-0.0,-0.8,-0.6,-0.2,-0.2,186847.0
Josh Teater,104.0,59.0,2011,302.0,66.0,29.5,54.0,71.0,393,0.0,None,-0.2,0.0,0.6,-0.4,-0.2,769324.0
Retief Goosen,50.0,59.0,2011,287.0,64.0,29.0,58.0,70.5,439,0.0,None,0.2,0.4,-0.4,0.2,-0.0,796360.0
Steve Flesch,88.0,59.0,2011,282.0,59.0,28.5,57.0,71.0,352,0.0,None,0.2,-0.4,-0.6,-0.4,0.2,594622.0
Charlie Wi,83.0,59.0,2011,282.0,63.0,28.0,58.5,70.5,591,0.0,None,0.8,0.2,-0.2,-0.8,0.2,1188494.0
Roland Thatcher,67.0,59.0,2011,292.0,64.0,29.0,58.0,71.0,302,0.0,2.0,-0.0,-0.6,-0.2,-0.4,-0.6,666371.0
Bill Lunde,92.0,59.0,2011,287.0,69.0,29.5,56.5,71.0,428,0.0,None,-0.0,0.0,-0.0,-0.0,-0.2,639548.0
Cameron Beckman,71.0,59.0,2011,282.0,63.0,29.0,56.5,71.5,324,0.0,None,-0.2,-0.8,-0.6,-0.2,-0.2,455085.0
Lucas Glover,74.0,59.0,2011,292.0,65.0,29.0,53.5,70.0,875,1.0,None,0.2,0.4,0.2,-0.0,-0.2,1823327.0
Cameron Tringale,110.0,59.0,2011,292.0,67.0,29.0,57.5,70.5,644,0.0,4.0,-0.0,0.2,-0.0,-0.2,-0.0,1327807.0
Steve Marino,76.0,59.0,2011,292.0,65.0,29.0,57.5,70.5,935,0.0,3.0,-0.0,0.4,0.2,-0.0,-0.2,1975076.0
Nate Smith,66.0,59.0,2011,277.0,61.0,28.5,58.0,71.5,110,0.0,None,0.4,-1.0,-1.0,-0.6,-0.0,154814.0
Kevin Kisner,70.0,59.0,2011,282.0,60.0,28.5,54.5,71.5,116,0.0,None,-0.0,-1.0,-0.4,-0.8,-0.2,270170.0
Freddie Jacobson,92.0,59.0,2011,287.0,63.0,28.0,60.5,69.5,"1,235",1.0,3.0,0.6,0.8,-0.2,-0.0,-0.0,2488325.0
William McGirt,103.0,59.0,2011,287.0,68.0,29.5,59.5,70.5,334,0.0,None,-0.0,0.0,-0.2,-0.2,-0.0,532933.0
Jeff Overton,92.0,59.0,2011,292.0,64.0,29.0,54.5,70.5,611,0.0,3.0,-0.0,0.0,0.4,-0.2,-0.4,1290962.0
Ryuji Imada,83.0,59.0,2011,282.0,64.0,29.0,58.5,71.0,529,0.0,2.0,-0.2,-0.2,-0.4,-0.2,0.2,990319.0
Charley Hoffman,93.0,59.0,2011,297.0,66.0,29.0,53.5,71.0,746,0.0,None,-0.4,0.4,0.4,0.2,-0.0,1462591.0
Jonathan Byrd,83.0,59.0,2011,287.0,65.0,28.5,57.0,70.5,"1,165",1.0,4.0,-0.0,0.4,-0.2,0.2,-0.0,2938920.0
Michael Thompson,79.0,59.0,2011,287.0,65.0,28.5,60.5,70.5,413,0.0,None,0.4,-0.2,-0.4,-0.4,-0.0,935265.0
Ernie Els,71.0,59.0,2011,287.0,69.0,30.0,51.0,71.0,357,0.0,None,-0.8,0.0,-0.0,0.6,-0.0,948872.0
Bobby Gates,82.0,59.0,2011,297.0,64.0,29.5,51.0,71.5,256,0.0,3.0,-0.6,-1.0,-0.0,-0.2,-0.4,666735.0
Chris Stroud,88.0,59.0,2011,287.0,67.0,29.0,57.0,70.5,413,0.0,2.0,-0.2,0.0,-0.2,0.2,-0.0,1096499.0
George McNeill,69.0,59.0,2011,292.0,64.0,29.0,56.0,70.5,694,0.0,4.0,-0.2,-0.2,-0.0,-0.0,-0.2,1458110.0
D.J. Trahan,91.0,59.0,2011,297.0,68.0,30.0,58.0,70.5,392,0.0,None,-1.0,0.0,0.4,0.4,-0.0,668166.0
Vijay Singh,79.0,59.0,2011,292.0,66.0,29.5,57.0,70.5,903,0.0,4.0,-0.2,0.4,0.2,0.2,-0.0,2371050.0
Joseph Bramlett,73.0,59.0,2011,292.0,65.0,29.5,56.5,71.5,110,0.0,None,-0.6,-0.6,-0.0,-0.0,-0.0,178728.0
Kyle Stanley,98.0,59.0,2011,302.0,68.0,29.0,54.0,70.0,761,0.0,2.0,-0.6,0.6,0.4,0.4,-0.0,1523657.0
Davis Love III,70.0,59.0,2011,297.0,68.0,30.0,54.0,70.5,557,0.0,2.0,-0.4,0.2,0.2,0.4,-0.2,1056300.0
Nathan Green,81.0,59.0,2011,282.0,62.0,28.5,60.5,71.0,209,0.0,None,-0.0,-0.4,-0.4,-0.4,-0.0,312109.0
Jim Renner,65.0,59.0,2011,292.0,65.0,29.0,58.0,71.0,149,0.0,2.0,-0.0,-0.2,-0.0,-0.2,-0.4,392945.0
Paul Stankowski,78.0,59.0,2011,282.0,65.0,28.5,59.0,71.0,207,0.0,None,0.2,-0.2,-0.6,-0.2,-0.0,290211.0
Kevin Chappell,78.0,59.0,2011,292.0,64.0,29.0,58.0,71.0,503,0.0,2.0,-0.6,-0.4,-0.0,-0.0,-0.2,1339640.0
Tommy Gainey,104.0,56.0,2011,292.0,67.0,29.0,55.0,70.5,999,0.0,6.0,-0.0,0.2,0.2,-0.0,-0.4,2174191.0
Jarrod Lyle,83.0,56.0,2011,282.0,61.0,29.0,57.0,71.5,217,0.0,None,-0.2,-1.0,-0.2,-0.6,-0.0,317459.0
Troy Matteson,91.0,56.0,2011,297.0,65.0,29.0,55.5,71.0,542,0.0,2.0,-0.2,-0.2,0.2,-0.2,-0.4,946989.0
Ricky Barnes,78.0,56.0,2011,292.0,66.0,29.5,56.5,70.5,552,0.0,2.0,-0.6,0.2,-0.2,0.4,-0.0,951587.0
Martin Laird,77.0,56.0,2011,302.0,66.0,28.5,59.0,70.0,"1,234",1.0,6.0,-0.0,0.8,0.4,0.2,-0.0,2676509.0
Stuart Appleby,65.0,56.0,2011,287.0,61.0,29.0,55.5,71.5,387,0.0,None,-0.2,-0.8,-0.6,-0.2,-0.0,657150.0
Nick Watney,80.0,56.0,2011,297.0,66.0,28.0,62.5,69.5,"1,906",2.0,8.0,0.4,1.6,0.4,0.6,-0.0,5290673.0
Gary Woodland,93.0,56.0,2011,307.0,69.0,29.5,58.0,69.5,"1,466",1.0,6.0,-0.2,1.0,0.6,0.2,-0.0,3448591.0
Scott Gutschewski,67.0,56.0,2011,297.0,62.0,29.5,56.5,71.5,125,0.0,None,-0.8,-0.8,-0.2,-0.2,-0.0,229758.0
Sergio Garcia,61.0,56.0,2011,297.0,66.0,29.0,60.0,69.5,662,0.0,3.0,-0.2,0.8,0.4,0.2,0.2,1524091.0
Camilo Villegas,69.0,56.0,2011,292.0,62.0,29.0,55.5,71.0,395,0.0,2.0,-0.2,0.0,-0.2,0.2,-0.0,1231918.0
