Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Peter Hanson,45.0,56.0,2013,292.0,61.0,28.5,58.0,70.0,356,0.0,None,0.4,0.4,-0.4,-0.0,-0.0,610178.0
Freddie Jacobson,63.0,56.0,2013,287.0,61.0,28.5,59.5,70.0,659,0.0,3.0,0.4,1.0,-0.0,0.2,0.2,1236722.0
Ángel Cabrera,73.0,56.0,2013,292.0,64.0,29.5,55.0,70.5,826,0.0,2.0,-0.0,0.0,0.2,-0.4,-0.2,1791183.0
Patrick Reed,83.0,56.0,2013,292.0,63.0,28.5,60.0,70.5,"1,062",1.0,5.0,0.2,0.0,-0.0,-0.4,-0.0,1961519.0
Sean O'Hair,56.0,53.0,2013,297.0,62.0,29.5,52.5,72.0,183,0.0,None,-0.4,-1.2,-0.0,-0.6,-0.2,268614.0
Ryo Ishikawa,72.0,53.0,2013,287.0,66.0,29.5,53.0,71.5,298,0.0,None,-0.8,-0.6,-0.0,-0.0,-0.2,424541.0
Michael Bradley,56.0,53.0,2013,282.0,66.0,30.0,53.0,72.0,74,0.0,None,-0.6,-1.4,-1.2,0.2,-0.2,79107.0
Troy Matteson,68.0,53.0,2013,292.0,64.0,29.0,59.0,71.5,194,0.0,None,-0.0,-0.8,-0.4,-0.6,-0.0,245090.0
Robert Garrigus,69.0,53.0,2013,302.0,66.0,29.5,48.5,71.0,601,0.0,2.0,-0.6,0.0,0.4,0.4,-0.6,1132355.0
Mike Weir,60.0,53.0,2013,267.0,56.0,28.0,59.0,71.5,173,0.0,None,0.2,-0.8,-1.4,-0.2,0.2,194510.0
Shawn Stefani,63.0,53.0,2013,297.0,63.0,29.0,58.5,71.0,333,0.0,2.0,0.2,-0.4,-0.2,-0.4,-0.2,511399.0
Casey Wittenberg,72.0,53.0,2013,277.0,62.0,29.0,60.5,71.5,199,0.0,None,0.2,-0.8,-1.2,-0.2,0.2,425395.0
James Driscoll,76.0,53.0,2013,287.0,63.0,28.5,59.5,70.5,524,0.0,2.0,0.6,0.2,-0.6,-0.0,-0.0,821101.0
Nicolas Colsaerts,50.0,53.0,2013,302.0,66.0,30.5,49.5,71.0,353,0.0,3.0,-0.6,-0.4,0.4,0.2,-0.6,720164.0
Martin Flores,83.0,53.0,2013,297.0,65.0,28.5,62.5,70.5,552,0.0,2.0,-0.0,0.4,-0.0,-0.0,-0.0,805597.0
Scott Piercy,78.0,53.0,2013,297.0,62.0,29.0,53.0,71.0,773,0.0,4.0,-0.2,-0.2,-0.0,-0.2,-0.2,1830084.0
Tag Ridings,69.0,53.0,2013,297.0,65.0,29.0,57.5,71.0,295,0.0,None,-0.0,-0.2,-0.2,-0.2,-0.0,428922.0
Dustin Johnson,71.0,53.0,2013,302.0,66.0,29.0,53.0,70.0,"1,226",1.0,5.0,-0.2,0.8,0.2,0.6,-0.2,2963214.0
Jason Kokrak,78.0,53.0,2013,302.0,65.0,28.5,58.0,70.5,521,0.0,3.0,-0.2,0.0,-0.0,0.2,-0.0,1267525.0
Charles Howell III,87.0,53.0,2013,292.0,66.0,28.5,64.5,70.0,996,0.0,5.0,0.4,0.8,-0.0,-0.2,0.2,1877389.0
Steven Bowditch,67.0,53.0,2013,297.0,61.0,28.0,62.0,71.0,400,0.0,None,-0.2,-0.4,-0.0,-0.8,0.2,697775.0
Tim Herron,45.0,50.0,2013,282.0,59.0,28.5,56.0,71.0,190,0.0,None,-0.2,-0.4,-0.4,-0.4,-0.0,302570.0
Jimmy Walker,84.0,50.0,2013,297.0,66.0,28.5,60.5,70.0,996,0.0,5.0,0.2,0.8,-0.0,0.4,-0.0,2117570.0
Bobby Gates,49.0,50.0,2013,292.0,62.0,29.5,55.0,72.5,144,0.0,None,-0.0,-1.4,-0.6,-0.6,-0.4,320248.0
Seung-Yul Noh,71.0,50.0,2013,297.0,64.0,29.5,53.0,71.5,226,0.0,None,-0.6,-0.6,-0.2,-0.2,0.2,391763.0
Aaron Baddeley,68.0,50.0,2013,287.0,58.0,None,57.5,71.5,401,0.0,2.0,0.6,-0.4,-0.8,-0.8,0.2,721024.0
Luke List,65.0,44.0,2013,302.0,62.0,29.0,54.0,72.0,202,0.0,None,-0.4,-1.4,-0.6,-0.6,-0.2,264401.0
Jerry Kelly,84.0,71.0,2012,272.0,65.0,29.0,59.0,70.5,385,0.0,None,-0.2,-0.2,-0.2,-0.4,0.2,645701.0
Heath Slocum,93.0,71.0,2012,277.0,67.0,29.5,58.0,70.5,365,0.0,None,-0.6,-0.2,0.2,0.4,-0.2,518198.0
Tim Clark,60.0,71.0,2012,272.0,64.0,29.0,58.0,70.5,707,0.0,2.0,-0.2,0.2,0.2,-0.0,-0.2,1407028.0
Jim Furyk,85.0,68.0,2012,277.0,68.0,29.0,63.5,69.0,"1,284",0.0,5.0,0.4,1.6,0.2,0.8,0.2,3623805.0
Graeme McDowell,55.0,68.0,2012,282.0,66.0,29.0,51.5,70.0,"1,037",0.0,4.0,-0.4,0.2,0.4,0.6,-0.6,2408279.0
David Toms,60.0,68.0,2012,272.0,66.0,29.0,61.5,70.5,623,0.0,4.0,-0.2,0.0,-0.0,-0.0,-0.0,1658428.0
Ben Curtis,62.0,68.0,2012,272.0,68.0,29.0,58.0,70.5,997,1.0,3.0,0.4,0.8,-0.2,0.4,-0.0,2494153.0
Chris DiMarco,83.0,68.0,2012,272.0,60.0,28.5,56.5,71.0,316,0.0,None,-0.2,-0.6,-0.4,-0.2,-0.0,468298.0
Gary Christian,91.0,68.0,2012,277.0,66.0,29.5,55.0,70.5,422,0.0,None,-0.2,0.0,-0.0,-0.0,-0.2,616457.0
Richard Lee,71.0,68.0,2012,282.0,68.0,29.0,54.5,70.5,262,0.0,None,-0.0,0.0,-0.0,-0.2,-0.0,547733.0
John Huh,99.0,68.0,2012,287.0,66.0,29.0,55.5,70.0,"1,123",1.0,4.0,-0.0,0.4,0.2,-0.0,-0.2,2692113.0
Mark Wilson,84.0,68.0,2012,272.0,64.0,29.0,57.5,71.0,986,1.0,2.0,-0.2,-0.4,-0.4,-0.0,-0.0,2144780.0
Chez Reavie,83.0,68.0,2012,282.0,66.0,29.5,56.5,71.0,327,0.0,None,-0.4,-0.2,-0.0,-0.0,-0.2,580617.0
Zach Johnson,95.0,68.0,2012,277.0,64.0,28.0,60.0,69.5,"2,019",2.0,6.0,0.4,1.0,-0.0,0.2,-0.0,4504244.0
Colt Knost,79.0,68.0,2012,272.0,62.0,29.0,55.0,71.5,390,0.0,2.0,-0.0,-1.0,-0.6,-0.6,-0.2,848197.0
John Mallinger,74.0,65.0,2012,277.0,66.0,29.0,58.5,70.5,543,0.0,2.0,-0.2,0.2,-0.2,-0.0,0.2,1146852.0
Hunter Mahan,88.0,65.0,2012,292.0,68.0,29.5,53.5,70.0,"1,739",2.0,4.0,-0.2,0.4,0.4,0.2,-0.2,4019193.0
Brian Davis,91.0,65.0,2012,277.0,63.0,28.5,58.5,70.5,728,0.0,4.0,0.2,0.4,-0.2,-0.0,-0.0,1318032.0
Jeff Maggert,83.0,65.0,2012,282.0,65.0,29.0,58.0,70.5,433,0.0,None,-0.2,0.0,0.2,-0.0,-0.4,682742.0
Russell Knox,72.0,65.0,2012,282.0,69.0,29.5,58.0,70.5,164,0.0,None,-0.0,0.0,-0.0,-0.0,-0.0,512584.0
Jason Dufner,83.0,65.0,2012,292.0,69.0,29.0,62.0,69.0,"2,110",2.0,8.0,-0.0,1.4,0.4,0.4,0.2,4869304.0
Billy Horschel,63.0,65.0,2012,287.0,68.0,29.0,59.5,70.0,289,0.0,None,-0.2,0.2,0.4,-0.0,-0.2,486177.0
Tom Gillis,75.0,65.0,2012,287.0,63.0,28.5,58.0,70.5,511,0.0,None,0.2,0.2,0.2,-0.4,-0.0,1238058.0
John Senden,81.0,65.0,2012,287.0,68.0,29.0,57.0,70.0,867,0.0,5.0,-0.0,0.8,0.4,0.4,-0.2,1916651.0
Kevin Na,80.0,65.0,2012,277.0,62.0,28.0,61.0,70.5,866,0.0,6.0,-0.0,0.4,-0.4,0.2,0.2,2029943.0
Kris Blanks,65.0,65.0,2012,282.0,66.0,29.5,54.5,71.0,297,0.0,None,-0.8,-0.2,-0.0,0.4,-0.4,390059.0
Blake Adams,107.0,65.0,2012,287.0,65.0,29.0,56.0,70.5,599,0.0,2.0,0.2,0.2,0.2,-0.2,-0.2,1234345.0
Justin Rose,69.0,65.0,2012,287.0,70.0,29.0,61.5,69.5,"1,426",1.0,7.0,-0.2,1.6,0.2,0.8,0.4,4290930.0
Ryan Moore,89.0,65.0,2012,287.0,66.0,28.5,56.5,70.0,635,0.0,4.0,0.4,0.8,-0.0,0.2,-0.2,2858944.0
Ken Duke,104.0,65.0,2012,282.0,64.0,28.5,60.5,70.0,776,0.0,6.0,0.2,0.6,-0.0,0.2,-0.2,1511628.0
Chris Couch,61.0,65.0,2012,292.0,63.0,28.5,58.0,70.5,242,0.0,None,-0.0,0.0,0.2,-0.2,-0.4,335848.0
Stuart Appleby,75.0,65.0,2012,282.0,64.0,29.0,60.0,71.0,287,0.0,None,-0.0,-0.2,-0.2,-0.6,-0.0,377559.0
Brian Harman,101.0,65.0,2012,287.0,63.0,28.5,58.5,70.5,493,0.0,None,-0.0,0.0,0.2,-0.4,-0.0,1146448.0
Roberto Castro,92.0,65.0,2012,287.0,68.0,29.5,58.0,70.0,477,0.0,None,-0.0,0.4,0.2,-0.0,0.2,755095.0
Will Claxton,99.0,65.0,2012,287.0,69.0,29.5,56.5,70.0,530,0.0,2.0,-0.2,0.4,0.4,0.2,-0.2,780969.0
Billy Mayfair,90.0,65.0,2012,282.0,64.0,29.0,61.5,70.5,393,0.0,None,-0.4,-0.2,-0.0,-0.2,-0.0,619961.0
Luke Donald,63.0,65.0,2012,277.0,64.0,28.5,62.5,69.5,"1,294",1.0,6.0,0.8,1.6,-0.2,0.4,0.4,3512024.0
Boo Weekley,74.0,65.0,2012,292.0,69.0,30.5,53.0,70.5,365,0.0,2.0,-1.2,-0.2,0.6,0.4,-0.2,848347.0
Ian Poulter,57.0,65.0,2012,282.0,61.0,28.0,64.0,70.0,698,0.0,4.0,-0.0,0.4,-0.0,-0.0,0.2,1715271.0
Kevin Stadler,85.0,65.0,2012,292.0,67.0,29.5,58.5,70.5,620,0.0,3.0,-0.4,0.4,0.2,0.6,-0.4,1546036.0
Gavin Coles,72.0,65.0,2012,267.0,64.0,28.5,59.5,71.0,184,0.0,None,0.4,-0.4,-0.8,-0.2,-0.2,247561.0
Matt Kuchar,86.0,65.0,2012,282.0,65.0,28.5,62.0,69.0,"1,600",1.0,8.0,0.4,1.2,-0.0,0.4,0.2,3903065.0
Jason Bohn,81.0,65.0,2012,277.0,64.0,29.0,56.0,71.0,363,0.0,2.0,-0.2,-0.2,-0.2,-0.0,-0.2,795549.0
Bo Van Pelt,84.0,62.0,2012,292.0,67.0,28.5,55.5,69.5,"1,175",0.0,8.0,0.4,1.4,0.4,0.6,-0.4,3043509.0
Scott Dunlap,57.0,62.0,2012,277.0,67.0,30.0,58.0,71.5,77,0.0,None,-0.8,-0.8,-0.0,0.2,-0.4,230220.0
D.A. Points,88.0,62.0,2012,282.0,66.0,29.0,56.5,70.5,714,0.0,3.0,-0.2,0.2,-0.0,0.2,-0.2,1533361.0
John Merrick,83.0,62.0,2012,292.0,69.0,30.0,54.5,70.5,572,0.0,2.0,-0.2,0.0,0.2,0.2,-0.2,1084628.0
Rickie Fowler,84.0,62.0,2012,292.0,64.0,29.0,56.5,70.5,"1,246",1.0,5.0,-0.4,0.4,0.4,0.2,-0.0,3066293.0
Cameron Tringale,88.0,62.0,2012,287.0,66.0,29.5,58.5,71.0,689,0.0,4.0,-0.0,0.2,-0.0,-0.0,-0.0,1225737.0
Ben Crane,73.0,62.0,2012,282.0,64.0,28.5,57.0,70.5,849,0.0,4.0,0.4,0.4,-0.0,-0.2,-0.0,1701365.0
John Rollins,81.0,62.0,2012,292.0,66.0,29.0,58.0,70.5,732,0.0,5.0,-0.2,0.4,0.6,-0.4,-0.0,1489155.0
"Ted Potter, Jr.",77.0,62.0,2012,282.0,63.0,29.0,55.5,71.5,647,1.0,None,-0.0,-1.0,-0.2,-0.4,-0.6,1383170.0
Henrik Stenson,51.0,62.0,2012,287.0,65.0,29.0,59.0,70.0,394,0.0,None,-0.0,0.8,0.2,0.2,-0.0,791107.0
K.J. Choi,71.0,62.0,2012,282.0,63.0,29.0,54.5,70.5,597,0.0,2.0,-0.4,0.2,-0.0,-0.0,0.2,969057.0
Tiger Woods,69.0,62.0,2012,297.0,67.0,28.5,63.0,None,"2,269",3.0,6.0,0.2,2.2,0.4,1.2,-0.0,6133158.0
Bill Haas,79.0,62.0,2012,292.0,65.0,29.0,60.5,70.0,"1,181",1.0,3.0,-0.0,0.6,0.4,-0.2,0.2,2349951.0
Alexandre Rocha,62.0,62.0,2012,282.0,66.0,30.0,53.5,72.0,183,0.0,None,-0.4,-1.0,-0.2,-0.4,-0.4,614658.0
Brendan Steele,77.0,62.0,2012,287.0,65.0,30.0,55.0,71.5,334,0.0,3.0,-0.2,-0.6,-0.0,-0.4,-0.2,840965.0
Brendon de Jonge,115.0,62.0,2012,287.0,69.0,29.0,58.5,70.0,815,0.0,2.0,-0.0,1.0,-0.0,0.6,-0.0,2015252.0
Nick O'Hern,78.0,62.0,2012,267.0,63.0,29.0,58.0,71.5,250,0.0,None,-0.4,-0.6,-1.0,0.2,0.4,489375.0
Steve Stricker,73.0,62.0,2012,282.0,68.0,29.0,60.0,69.5,"1,456",1.0,7.0,-0.0,1.2,-0.0,0.8,-0.0,3420021.0
David Mathis,83.0,62.0,2012,277.0,61.0,28.5,57.5,71.0,322,0.0,None,0.2,-0.2,-0.4,-0.4,-0.2,736765.0
J.J. Henry,93.0,62.0,2012,287.0,68.0,29.5,57.5,70.5,713,1.0,3.0,-0.2,0.2,-0.0,-0.0,-0.0,1297802.0
Rod Pampling,88.0,62.0,2012,287.0,64.0,29.5,57.0,71.0,398,0.0,None,-0.2,-0.2,-0.0,-0.2,0.2,620893.0
Kyle Thompson,51.0,62.0,2012,282.0,64.0,30.0,48.5,72.0,44,0.0,None,-1.4,-1.4,-0.4,0.2,-0.2,45460.0
Brandt Jobe,57.0,62.0,2012,297.0,64.0,29.0,53.5,71.0,245,0.0,None,0.2,0.0,-0.0,-0.4,-0.2,344332.0
Louis Oosthuizen,65.0,62.0,2012,297.0,68.0,29.0,55.0,69.5,928,0.0,3.0,-0.2,0.8,0.4,0.4,-0.0,3460995.0
Steve Wheatcroft,56.0,62.0,2012,282.0,66.0,29.5,56.5,71.5,92,0.0,None,-0.0,-0.6,-0.0,-0.4,-0.4,135196.0
Pat Perez,81.0,62.0,2012,287.0,65.0,28.5,61.5,70.0,603,0.0,None,-0.0,0.6,-0.0,0.2,0.2,1064053.0
Johnson Wagner,88.0,62.0,2012,282.0,65.0,29.0,56.5,70.5,"1,181",1.0,4.0,0.2,0.2,-0.2,0.2,-0.4,2225007.0
Chris Stroud,86.0,62.0,2012,282.0,63.0,28.5,61.5,70.5,484,0.0,2.0,-0.0,0.0,-0.4,-0.2,0.2,903570.0
David Hearn,95.0,62.0,2012,282.0,66.0,29.0,61.0,70.5,432,0.0,None,0.2,0.2,-0.2,-0.4,0.2,1012575.0
Charley Hoffman,88.0,62.0,2012,292.0,66.0,29.5,51.0,71.0,628,0.0,2.0,-0.6,0.0,0.2,0.2,-0.2,1276663.0
Rocco Mediate,70.0,62.0,2012,277.0,64.0,29.0,61.0,71.0,195,0.0,None,-0.2,-0.2,-0.2,-0.2,-0.0,242354.0
Roland Thatcher,55.0,62.0,2012,287.0,67.0,29.5,50.0,71.5,188,0.0,None,-0.6,-1.2,-0.2,-0.0,-0.6,396801.0
Lee Westwood,60.0,62.0,2012,297.0,69.0,30.0,48.0,70.0,713,0.0,5.0,-0.4,0.6,0.6,0.6,-0.2,3016569.0
Brian Gay,91.0,62.0,2012,277.0,62.0,28.0,64.0,70.5,424,0.0,2.0,0.6,0.0,-0.4,-0.6,0.2,960658.0
Geoff Ogilvy,73.0,62.0,2012,287.0,63.0,28.5,62.5,70.0,624,0.0,None,0.2,0.6,-0.0,-0.0,-0.0,1255223.0
Camilo Villegas,79.0,62.0,2012,287.0,69.0,29.5,54.5,71.0,267,0.0,None,-0.4,-0.2,-0.0,0.2,-0.2,491729.0
Greg Chalmers,88.0,62.0,2012,282.0,59.0,None,62.0,70.0,589,0.0,None,0.4,0.6,-0.4,-0.0,0.4,1166627.0
Daniel Summerhays,81.0,59.0,2012,287.0,67.0,29.5,56.0,70.5,567,0.0,4.0,-0.2,0.0,0.2,-0.2,-0.0,1111522.0
Jeff Overton,101.0,59.0,2012,292.0,66.0,28.5,59.0,70.0,667,0.0,2.0,0.2,0.8,0.4,0.2,-0.2,1563670.0
Stephen Ames,54.0,59.0,2012,282.0,62.0,29.0,56.5,71.5,142,0.0,None,-0.4,-1.0,-0.4,-0.4,-0.2,193686.0
Hunter Haas,69.0,59.0,2012,287.0,63.0,28.5,55.0,71.0,251,0.0,None,-0.0,-0.2,-0.0,-0.2,-0.4,399364.0
Kyle Reifers,86.0,59.0,2012,287.0,67.0,29.5,56.5,71.0,311,0.0,None,-0.0,0.0,-0.0,-0.0,-0.2,448960.0
Cameron Beckman,81.0,59.0,2012,282.0,65.0,29.5,52.5,71.5,154,0.0,None,-0.4,-0.8,-0.4,-0.0,-0.2,287506.0
Keegan Bradley,90.0,59.0,2012,302.0,66.0,28.5,57.5,69.5,"1,670",1.0,5.0,0.2,1.0,0.6,0.2,-0.2,3910658.0
Charlie Wi,86.0,59.0,2012,282.0,59.0,28.0,59.0,70.5,901,0.0,3.0,0.2,0.2,-0.2,-0.4,0.4,1845397.0
Kevin Streelman,89.0,59.0,2012,292.0,66.0,29.0,58.0,70.5,424,0.0,3.0,-0.2,0.2,-0.0,-0.0,-0.0,893736.0
Vijay Singh,99.0,59.0,2012,292.0,66.0,29.0,59.0,70.0,669,0.0,3.0,-0.6,0.6,0.4,0.4,0.2,1586305.0
Bryce Molder,83.0,59.0,2012,277.0,64.0,28.5,61.0,71.0,495,0.0,None,0.6,0.2,-0.8,-0.0,-0.0,1166115.0
Webb Simpson,77.0,59.0,2012,287.0,67.0,28.5,58.5,70.0,"1,424",1.0,6.0,0.2,1.0,0.2,0.2,0.2,3436758.0
Charl Schwartzel,56.0,59.0,2012,292.0,62.0,28.5,58.5,70.0,519,0.0,2.0,-0.0,0.8,0.2,0.4,-0.0,1138844.0
Dicky Pride,62.0,59.0,2012,282.0,64.0,29.0,57.0,70.5,586,0.0,3.0,-0.0,-0.2,-0.4,-0.0,-0.0,1259712.0
D.J. Trahan,73.0,59.0,2012,292.0,65.0,29.5,53.0,71.5,243,0.0,None,-0.6,-0.8,-0.0,-0.2,-0.2,611142.0
Josh Teater,97.0,59.0,2012,297.0,67.0,29.5,56.0,70.5,506,0.0,3.0,-0.4,0.0,0.4,-0.4,-0.2,1011430.0
Tom Pernice Jr.,62.0,59.0,2012,272.0,61.0,29.0,56.0,72.0,139,0.0,None,-0.4,-1.2,-1.0,-0.2,0.2,189907.0
Sergio Garcia,57.0,59.0,2012,292.0,64.0,28.5,58.0,69.5,935,1.0,2.0,0.4,1.0,0.2,-0.0,0.2,2510116.0
George McNeill,85.0,59.0,2012,287.0,63.0,29.0,57.0,71.0,599,1.0,None,0.2,0.0,-0.2,-0.2,-0.2,1119535.0
Arjun Atwal,79.0,59.0,2012,282.0,63.0,29.0,55.0,71.5,181,0.0,None,-0.4,-0.8,-0.2,-0.4,-0.2,348770.0
Kevin Kisner,69.0,59.0,2012,287.0,62.0,28.5,59.0,71.0,248,0.0,None,0.2,-0.2,-0.0,-0.8,-0.0,346216.0
Y.E. Yang,64.0,59.0,2012,282.0,58.0,28.5,57.5,71.0,351,0.0,None,0.4,-0.2,-0.2,-0.4,-0.2,454276.0
Rory Sabbatini,84.0,59.0,2012,287.0,62.0,28.5,58.5,71.0,602,0.0,2.0,-0.4,-0.2,0.2,-0.2,-0.0,1128820.0
Matt Every,80.0,59.0,2012,282.0,66.0,28.5,58.0,70.5,711,0.0,5.0,-0.0,0.6,-0.2,0.2,-0.0,1972166.0
Bob Estes,78.0,59.0,2012,282.0,62.0,28.5,60.5,70.0,458,0.0,None,-0.0,0.2,-0.6,0.2,0.2,1009769.0
Vaughn Taylor,81.0,59.0,2012,282.0,66.0,29.0,56.0,71.0,312,0.0,None,-0.0,0.0,-0.4,-0.0,-0.0,547129.0
William McGirt,96.0,59.0,2012,282.0,66.0,29.0,58.5,70.5,602,0.0,2.0,0.2,0.2,-0.2,-0.0,-0.2,1228947.0
Billy Hurley III,70.0,59.0,2012,272.0,57.0,28.5,57.5,72.0,256,0.0,2.0,0.2,-1.4,-1.0,-0.8,-0.0,474130.0
Brandt Snedeker,81.0,59.0,2012,287.0,63.0,None,62.0,69.5,"1,194",1.0,4.0,0.8,1.0,-0.4,-0.0,0.2,4989739.0
Graham DeLaet,79.0,59.0,2012,302.0,66.0,29.5,57.5,70.5,441,0.0,2.0,-0.4,0.2,0.4,0.2,-0.4,1051951.0
Justin Leonard,79.0,59.0,2012,277.0,60.0,28.5,59.0,71.5,277,0.0,2.0,-0.4,-0.8,-0.6,-0.2,0.2,540155.0
Bud Cauley,99.0,59.0,2012,287.0,66.0,28.5,62.0,70.0,902,0.0,5.0,-0.0,0.6,-0.0,0.2,0.2,1774479.0
Scott Brown,65.0,59.0,2012,287.0,64.0,29.5,50.0,71.5,212,0.0,3.0,-0.6,-0.8,-0.0,-0.4,-0.4,478763.0
Chad Campbell,84.0,59.0,2012,287.0,67.0,29.5,54.5,70.5,517,0.0,2.0,-0.6,0.2,-0.2,0.6,-0.2,895199.0
Greg Owen,90.0,59.0,2012,292.0,68.0,29.5,54.0,70.0,556,0.0,2.0,-0.6,0.2,0.2,0.2,-0.0,1151622.0
Patrick Sheehan,58.0,59.0,2012,277.0,62.0,29.0,55.5,71.5,108,0.0,None,-0.2,-1.4,-0.6,-0.8,-0.0,129590.0
Garth Mulroy,59.0,59.0,2012,292.0,65.0,29.0,51.5,71.0,173,0.0,None,-0.0,-0.2,-0.2,-0.0,-0.2,277632.0
Sean O'Hair,84.0,59.0,2012,297.0,68.0,29.5,56.0,70.5,644,0.0,2.0,-0.4,0.2,0.2,0.2,-0.0,1160981.0
Tim Herron,88.0,59.0,2012,287.0,67.0,29.5,57.0,70.5,339,0.0,None,-0.2,0.2,-0.0,-0.0,-0.0,660279.0
Padraig Harrington,67.0,59.0,2012,292.0,62.0,28.0,59.5,69.5,646,0.0,3.0,-0.2,0.8,-0.0,0.2,0.2,1546272.0
Trevor Immelman,76.0,59.0,2012,287.0,63.0,29.5,56.5,71.0,411,0.0,None,-0.2,0.2,-0.2,0.2,0.2,617296.0
Chris Kirk,93.0,59.0,2012,287.0,66.0,29.0,58.0,70.5,574,0.0,4.0,-0.2,0.2,-0.0,0.4,-0.2,1197562.0
Adam Scott,59.0,59.0,2012,302.0,66.0,29.5,55.5,69.5,966,0.0,3.0,-0.2,1.0,0.6,0.4,0.2,2899557.0
Kyle Stanley,86.0,59.0,2012,302.0,67.0,29.5,52.5,70.5,"1,177",1.0,2.0,-0.8,0.2,0.6,0.4,-0.2,2351857.0
Harris English,98.0,59.0,2012,297.0,67.0,29.5,53.5,70.5,549,0.0,3.0,-0.0,0.2,0.2,-0.2,-0.2,1186003.0
Michael Thompson,80.0,59.0,2012,282.0,63.0,29.0,55.0,70.5,634,0.0,2.0,0.2,0.0,-0.4,0.2,-0.2,1408374.0
Robert Allenby,76.0,59.0,2012,282.0,65.0,29.5,50.5,71.0,417,0.0,2.0,-0.6,-0.8,-0.6,0.4,-0.4,808927.0
Seung-Yul Noh,105.0,59.0,2012,297.0,67.0,29.0,58.0,70.0,827,0.0,3.0,-0.0,0.6,0.2,-0.0,-0.0,1629751.0
Martin Laird,77.0,59.0,2012,297.0,65.0,29.5,55.5,70.5,976,0.0,3.0,-0.0,0.4,0.2,-0.0,-0.2,2172883.0
Davis Love III,64.0,59.0,2012,292.0,65.0,29.0,54.5,70.0,443,0.0,2.0,-0.0,0.8,0.2,0.6,-0.2,989753.0
Bill Lunde,83.0,59.0,2012,287.0,67.0,29.0,58.5,71.0,294,0.0,None,-0.4,0.2,-0.0,0.4,-0.0,593598.0
Nathan Green,73.0,56.0,2012,282.0,66.0,29.0,57.5,70.5,245,0.0,None,0.2,-0.2,-0.6,-0.0,-0.0,366651.0
Jonas Blixt,72.0,56.0,2012,282.0,63.0,None,61.5,70.0,470,0.0,3.0,0.8,1.0,-0.2,-0.2,0.2,2255695.0
Nick Watney,97.0,56.0,2012,292.0,66.0,29.0,55.0,70.5,726,0.0,3.0,-0.2,0.4,-0.2,0.4,-0.2,3044224.0
Bubba Watson,68.0,56.0,2012,312.0,69.0,29.5,56.5,69.5,"1,777",1.0,5.0,-0.4,1.4,1.4,0.2,-0.0,4644997.0
Brendon Todd,78.0,56.0,2012,282.0,60.0,28.5,55.5,71.5,281,0.0,None,0.4,-1.2,-0.6,-1.2,-0.0,474295.0
Bobby Gates,87.0,56.0,2012,297.0,65.0,29.5,55.5,71.0,338,0.0,None,-0.4,-0.4,0.2,-0.2,-0.4,525293.0
Erik Compton,81.0,56.0,2012,297.0,62.0,29.0,53.5,71.0,311,0.0,None,-0.0,-0.6,0.2,-0.8,-0.2,359765.0
Charlie Beljan,61.0,56.0,2012,307.0,66.0,29.5,53.0,71.0,222,0.0,None,-0.6,-0.6,0.6,-0.4,-0.8,1373528.0
Ricky Barnes,92.0,56.0,2012,292.0,67.0,29.5,54.5,71.0,489,0.0,None,-0.6,-0.4,-0.4,0.4,-0.0,805408.0
Scott Stallings,78.0,56.0,2012,302.0,66.0,29.5,52.0,71.0,554,1.0,2.0,-0.6,-0.4,0.2,-0.2,-0.2,1293739.0
Sangmoon Bae,81.0,56.0,2012,287.0,59.0,28.5,50.5,71.5,604,0.0,2.0,-0.0,-1.2,-0.0,-0.8,-0.6,1165952.0
Freddie Jacobson,61.0,56.0,2012,287.0,61.0,29.0,57.5,70.5,500,0.0,None,-0.2,0.0,-0.2,0.2,-0.0,953494.0
Ryan Palmer,81.0,56.0,2012,302.0,65.0,28.5,58.0,70.0,745,0.0,4.0,0.4,1.0,0.4,0.2,-0.2,1501215.0
Jonathan Byrd,69.0,56.0,2012,287.0,63.0,29.0,58.5,70.5,732,0.0,5.0,0.2,0.4,-0.4,0.4,-0.0,1616789.0
Miguel Angel Carballo,73.0,56.0,2012,287.0,64.0,29.5,51.5,71.5,213,0.0,None,-0.4,-1.2,-0.2,-0.8,-0.2,269980.0
Mathew Goggin,65.0,56.0,2012,287.0,67.0,29.5,56.5,71.0,103,0.0,None,-0.4,-0.4,-0.0,-0.4,-0.0,259604.0
Carl Pettersson,92.0,56.0,2012,297.0,63.0,28.0,60.0,70.0,"1,691",1.0,6.0,0.4,0.8,-0.0,0.2,-0.0,3538656.0
Sung Kang,75.0,56.0,2012,282.0,59.0,29.0,54.5,72.5,146,0.0,None,-0.0,-1.8,-0.8,-1.0,-0.4,169439.0
Danny Lee,74.0,56.0,2012,287.0,65.0,28.5,56.5,71.0,226,0.0,None,-0.0,0.0,-0.4,-0.2,0.2,359112.0
Spencer Levin,81.0,56.0,2012,282.0,60.0,28.5,57.5,70.5,735,0.0,3.0,0.2,0.2,-0.4,-0.2,-0.0,1283616.0
Tommy Biershenk,74.0,56.0,2012,282.0,59.0,28.5,50.0,72.0,73,0.0,None,0.2,-1.4,-0.6,-0.8,-0.2,107266.0
